Store,Date,Temperature,Fuel_Price,Stock Price,Unemployment,HolidayIndicator
1,7/12/2012,64.12,3.198,223.6600211,6.573,FALSE
1,14/12/2012,48.89,3.168,223.7192767,6.573,FALSE
1,21/12/2012,56.02,3.098,223.8398455,6.573,FALSE
1,28/12/2012,44.79,3.108,223.9604143,6.573,TRUE
1,4/1/2013,41.73,3.161,224.080983,6.525,FALSE
1,11/1/2013,50.32,3.243,224.2015518,6.525,FALSE
1,18/01/2013,42.92,3.237,224.2358132,6.525,FALSE
1,25/01/2013,53.37,3.227,224.2355518,6.525,FALSE
1,1/2/2013,56.46,3.244,224.2352903,6.525,FALSE
1,8/2/2013,56.67,3.417,224.2350289,6.525,TRUE
1,15/02/2013,49.66,3.475,224.2760526,6.525,FALSE
1,22/02/2013,50.25,3.597,224.4202895,6.525,FALSE
1,1/3/2013,48.01,3.711,224.5645263,6.525,FALSE
1,8/3/2013,50.81,3.658,224.7087632,6.525,FALSE
1,15/03/2013,55.33,3.622,224.8356808,6.525,FALSE
1,22/03/2013,63.42,3.611,224.9193005,6.525,FALSE
1,29/03/2013,51,3.606,225.0029202,6.525,FALSE
1,5/4/2013,58.59,3.583,225.0865399,6.314,FALSE
1,12/4/2013,62.72,3.529,225.1701596,6.314,FALSE
1,19/04/2013,67.1,3.451,225.1701596,6.314,FALSE
1,26/04/2013,59.23,3.417,225.1701596,6.314,FALSE
1,3/5/2013,66.66,3.386,NA,NA,FALSE
1,10/5/2013,63.9,3.392,NA,NA,FALSE
1,17/05/2013,69.53,3.454,NA,NA,FALSE
1,24/05/2013,77.19,3.494,NA,NA,FALSE
1,31/05/2013,78.02,3.466,NA,NA,FALSE
1,7/6/2013,76.44,3.439,NA,NA,FALSE
1,14/06/2013,79.86,3.431,NA,NA,FALSE
1,21/06/2013,81.35,3.479,NA,NA,FALSE
1,28/06/2013,83.94,3.495,NA,NA,FALSE
1,5/7/2013,79.85,3.422,NA,NA,FALSE
1,12/7/2013,83.12,3.4,NA,NA,FALSE
1,19/07/2013,79.26,3.556,NA,NA,FALSE
1,26/07/2013,81.54,3.62,NA,NA,FALSE
2,5/2/2010,40.19,2.572,210.7526053,8.324,FALSE
2,12/2/2010,38.49,2.548,210.8979935,8.324,TRUE
2,19/02/2010,39.69,2.514,210.9451605,8.324,FALSE
2,26/02/2010,46.1,2.561,210.9759573,8.324,FALSE
2,5/3/2010,47.17,2.625,211.0067542,8.324,FALSE
2,12/3/2010,57.56,2.667,211.037551,8.324,FALSE
2,19/03/2010,54.52,2.72,210.8733316,8.324,FALSE
2,26/03/2010,51.26,2.732,210.6766095,8.324,FALSE
2,2/4/2010,63.27,2.719,210.4798874,8.2,FALSE
2,9/4/2010,65.41,2.77,210.2831653,8.2,FALSE
2,16/04/2010,68.07,2.808,210.1495463,8.2,FALSE
2,23/04/2010,65.11,2.795,210.1000648,8.2,FALSE
2,30/04/2010,66.98,2.78,210.0505833,8.2,FALSE
2,7/5/2010,71.28,2.835,210.0011018,8.2,FALSE
2,14/05/2010,73.31,2.854,209.9984585,8.2,FALSE
2,21/05/2010,74.83,2.826,210.2768443,8.2,FALSE
2,28/05/2010,81.13,2.759,210.5552301,8.2,FALSE
2,4/6/2010,81.81,2.705,210.833616,8.2,FALSE
2,11/6/2010,83.4,2.668,211.1120018,8.2,FALSE
2,18/06/2010,85.81,2.637,211.1096543,8.2,FALSE
2,25/06/2010,86.26,2.653,210.9950134,8.2,FALSE
2,2/7/2010,82.74,2.669,210.8803726,8.099,FALSE
2,9/7/2010,82.59,2.642,210.7657317,8.099,FALSE
2,16/07/2010,85.32,2.623,210.7577954,8.099,FALSE
2,23/07/2010,87.66,2.608,210.8921319,8.099,FALSE
2,30/07/2010,83.49,2.64,211.0264684,8.099,FALSE
2,6/8/2010,89.53,2.627,211.1608049,8.099,FALSE
2,13/08/2010,89.05,2.692,211.2951413,8.099,FALSE
2,20/08/2010,88.7,2.664,211.2596586,8.099,FALSE
2,27/08/2010,87.12,2.619,211.2241759,8.099,FALSE
2,3/9/2010,81.83,2.577,211.1886931,8.099,FALSE
2,10/9/2010,79.09,2.565,211.1532104,8.099,TRUE
2,17/09/2010,82.05,2.582,211.1806415,8.099,FALSE
2,24/09/2010,81.79,2.624,211.2552578,8.099,FALSE
2,1/10/2010,69.24,2.603,211.3298742,8.163,FALSE
2,8/10/2010,63.19,2.633,211.4044906,8.163,FALSE
2,15/10/2010,65.8,2.72,211.4713286,8.163,FALSE
2,22/10/2010,68.5,2.725,211.5187208,8.163,FALSE
2,29/10/2010,66.24,2.716,211.5661131,8.163,FALSE
2,5/11/2010,57.85,2.689,211.6135053,8.163,FALSE
2,12/11/2010,59.69,2.728,211.6608975,8.163,FALSE
2,19/11/2010,50.81,2.771,211.5470304,8.163,FALSE
2,26/11/2010,62.98,2.735,211.4062867,8.163,TRUE
2,3/12/2010,49.33,2.708,211.265543,8.163,FALSE
2,10/12/2010,45.5,2.843,211.1247993,8.163,FALSE
2,17/12/2010,47.55,2.869,211.0645458,8.163,FALSE
2,24/12/2010,49.97,2.886,211.0646599,8.163,FALSE
2,31/12/2010,47.3,2.943,211.064774,8.163,TRUE
2,7/1/2011,44.69,2.976,211.0648881,8.028,FALSE
2,14/01/2011,33.02,2.983,211.1176713,8.028,FALSE
2,21/01/2011,41.4,3.016,211.4864691,8.028,FALSE
2,28/01/2011,42.83,3.01,211.8552668,8.028,FALSE
2,4/2/2011,38.25,2.989,212.2240646,8.028,FALSE
2,11/2/2011,33.19,3.022,212.5928624,8.028,TRUE
2,18/02/2011,57.83,3.045,212.9033115,8.028,FALSE
2,25/02/2011,60.8,3.065,213.190421,8.028,FALSE
2,4/3/2011,57.77,3.288,213.4775305,8.028,FALSE
2,11/3/2011,52.7,3.459,213.7646401,8.028,FALSE
2,18/03/2011,62.32,3.488,214.0156238,8.028,FALSE
2,25/03/2011,69.42,3.473,214.2521573,8.028,FALSE
2,1/4/2011,55.43,3.524,214.4886908,7.931,FALSE
2,8/4/2011,67,3.622,214.7252242,7.931,FALSE
2,15/04/2011,69.48,3.743,214.9420631,7.931,FALSE
2,22/04/2011,69.39,3.807,215.1096657,7.931,FALSE
2,29/04/2011,69.21,3.81,215.2772683,7.931,FALSE
2,6/5/2011,61.48,3.906,215.4448709,7.931,FALSE
2,13/05/2011,74.61,3.899,215.6124735,7.931,FALSE
2,20/05/2011,67.14,3.907,215.3834778,7.931,FALSE
2,27/05/2011,76.42,3.786,215.1544822,7.931,FALSE
2,3/6/2011,83.07,3.699,214.9254865,7.931,FALSE
2,10/6/2011,83.4,3.648,214.6964908,7.931,FALSE
2,17/06/2011,86.53,3.637,214.6513538,7.931,FALSE
2,24/06/2011,85.17,3.594,214.7441108,7.931,FALSE
2,1/7/2011,85.69,3.524,214.8368678,7.852,FALSE
2,8/7/2011,87.7,3.48,214.9296249,7.852,FALSE
2,15/07/2011,89.83,3.575,215.0134426,7.852,FALSE
2,22/07/2011,89.34,3.651,215.0749122,7.852,FALSE
2,29/07/2011,90.07,3.682,215.1363819,7.852,FALSE
2,5/8/2011,93.34,3.684,215.1978515,7.852,FALSE
2,12/8/2011,91.58,3.638,215.2593211,7.852,FALSE
2,19/08/2011,89.86,3.554,215.3229307,7.852,FALSE
2,26/08/2011,90.45,3.523,215.386897,7.852,FALSE
2,2/9/2011,89.64,3.533,215.4508632,7.852,FALSE
2,9/9/2011,77.97,3.546,215.5148295,7.852,TRUE
2,16/09/2011,78.85,3.526,215.6944378,7.852,FALSE
2,23/09/2011,75.58,3.467,216.0282356,7.852,FALSE
2,30/09/2011,78.14,3.355,216.3620333,7.852,FALSE
2,7/10/2011,69.92,3.285,216.6958311,7.441,FALSE
2,14/10/2011,71.67,3.274,217.0048261,7.441,FALSE
2,21/10/2011,64.53,3.353,217.1650042,7.441,FALSE
2,28/10/2011,65.87,3.372,217.3251824,7.441,FALSE
2,4/11/2011,55.53,3.332,217.4853605,7.441,FALSE
2,11/11/2011,59.33,3.297,217.6455387,7.441,FALSE
2,18/11/2011,62.01,3.308,217.8670218,7.441,FALSE
2,25/11/2011,56.36,3.236,218.1130269,7.441,TRUE
2,2/12/2011,48.74,3.172,218.3590319,7.441,FALSE
2,9/12/2011,41.76,3.158,218.605037,7.441,FALSE
2,16/12/2011,50.13,3.159,218.8217928,7.441,FALSE
2,23/12/2011,46.66,3.112,218.9995495,7.441,FALSE
2,30/12/2011,44.57,3.129,219.1773063,7.441,TRUE
2,6/1/2012,46.75,3.157,219.355063,7.057,FALSE
2,13/01/2012,45.99,3.261,219.5328198,7.057,FALSE
2,20/01/2012,51.7,3.268,219.6258417,7.057,FALSE
2,27/01/2012,50.5,3.29,219.7188636,7.057,FALSE
2,3/2/2012,55.21,3.36,219.8118854,7.057,FALSE
2,10/2/2012,46.98,3.409,219.9049073,7.057,TRUE
2,17/02/2012,43.82,3.51,220.0651993,7.057,FALSE
2,24/02/2012,54.63,3.555,220.275944,7.057,FALSE
2,2/3/2012,58.79,3.63,220.4866886,7.057,FALSE
2,9/3/2012,57.11,3.669,220.6974332,7.057,FALSE
2,16/03/2012,63.68,3.734,220.8498468,7.057,FALSE
2,23/03/2012,64.01,3.787,220.9244858,7.057,FALSE
2,30/03/2012,66.83,3.845,220.9991248,7.057,FALSE
2,6/4/2012,68.43,3.891,221.0737638,6.891,FALSE
2,13/04/2012,68.08,3.891,221.1484028,6.891,FALSE
2,20/04/2012,65.69,3.877,221.2021074,6.891,FALSE
2,27/04/2012,67.2,3.814,221.255812,6.891,FALSE
2,4/5/2012,76.73,3.749,221.3095166,6.891,FALSE
2,11/5/2012,73.87,3.688,221.3632212,6.891,FALSE
2,18/05/2012,71.27,3.63,221.380331,6.891,FALSE
2,25/05/2012,78.19,3.561,221.3828029,6.891,FALSE
2,1/6/2012,78.38,3.501,221.3852748,6.891,FALSE
2,8/6/2012,78.69,3.452,221.3877467,6.891,FALSE
2,15/06/2012,80.56,3.393,221.4009901,6.891,FALSE
2,22/06/2012,81.04,3.346,221.4411622,6.891,FALSE
2,29/06/2012,86.32,3.286,221.4813343,6.891,FALSE
2,6/7/2012,84.2,3.227,221.5215064,6.565,FALSE
2,13/07/2012,80.17,3.256,221.5616784,6.565,FALSE
2,20/07/2012,83.23,3.311,221.5701123,6.565,FALSE
2,27/07/2012,86.37,3.407,221.5785461,6.565,FALSE
2,3/8/2012,90.22,3.417,221.5869799,6.565,FALSE
2,10/8/2012,88.55,3.494,221.5954138,6.565,FALSE
2,17/08/2012,84.79,3.571,221.6751459,6.565,FALSE
2,24/08/2012,76.91,3.62,221.8083518,6.565,FALSE
2,31/08/2012,82.64,3.638,221.9415576,6.565,FALSE
2,7/9/2012,87.65,3.73,222.0747635,6.565,TRUE
2,14/09/2012,75.88,3.717,222.2174395,6.565,FALSE
2,21/09/2012,71.09,3.721,222.4169362,6.565,FALSE
2,28/09/2012,79.45,3.666,222.6164329,6.565,FALSE
2,5/10/2012,70.27,3.617,222.8159296,6.17,FALSE
2,12/10/2012,60.97,3.601,223.0154263,6.17,FALSE
2,19/10/2012,68.08,3.594,223.0598077,6.17,FALSE
2,26/10/2012,69.79,3.506,223.0783366,6.17,FALSE
2,2/11/2012,56.4,3.386,223.0968655,6.17,FALSE
2,9/11/2012,61.9,3.314,223.1153944,6.17,FALSE
2,16/11/2012,52.72,3.252,223.1469028,6.17,FALSE
2,23/11/2012,58.06,3.211,223.1957173,6.17,TRUE
2,30/11/2012,52.64,3.207,223.2445318,6.17,FALSE
2,7/12/2012,64.19,3.198,223.2933463,6.17,FALSE
2,14/12/2012,47.69,3.168,223.3523969,6.17,FALSE
2,21/12/2012,55.14,3.098,223.4728642,6.17,FALSE
2,28/12/2012,41.56,3.108,223.5933316,6.17,TRUE
2,4/1/2013,39.12,3.161,223.7137989,6.237,FALSE
2,11/1/2013,47.42,3.243,223.8342663,6.237,FALSE
2,18/01/2013,40.98,3.237,223.86882,6.237,FALSE
2,25/01/2013,51.33,3.227,223.8690083,6.237,FALSE
2,1/2/2013,54.75,3.244,223.8691966,6.237,FALSE
2,8/2/2013,56.08,3.417,223.8693849,6.237,TRUE
2,15/02/2013,48.92,3.475,223.9106714,6.237,FALSE
2,22/02/2013,48.16,3.597,224.0547032,6.237,FALSE
2,1/3/2013,46.08,3.711,224.198735,6.237,FALSE
2,8/3/2013,51.12,3.658,224.3427668,6.237,FALSE
2,15/03/2013,55.14,3.622,224.469439,6.237,FALSE
2,22/03/2013,59.97,3.611,224.5527121,6.237,FALSE
2,29/03/2013,50.54,3.606,224.6359852,6.237,FALSE
2,5/4/2013,58.3,3.583,224.7192583,6.112,FALSE
2,12/4/2013,61.23,3.529,224.8025314,6.112,FALSE
2,19/04/2013,67.05,3.451,224.8025314,6.112,FALSE
2,26/04/2013,58.13,3.417,224.8025314,6.112,FALSE
2,3/5/2013,65.26,3.386,NA,NA,FALSE
2,10/5/2013,63.51,3.392,NA,NA,FALSE
2,17/05/2013,70.55,3.454,NA,NA,FALSE
2,24/05/2013,76.83,3.494,NA,NA,FALSE
2,31/05/2013,78.05,3.466,NA,NA,FALSE
2,7/6/2013,76.2,3.439,NA,NA,FALSE
2,14/06/2013,80.91,3.431,NA,NA,FALSE
2,21/06/2013,81.11,3.479,NA,NA,FALSE
2,28/06/2013,85.37,3.495,NA,NA,FALSE
2,5/7/2013,79.48,3.422,NA,NA,FALSE
2,12/7/2013,85.41,3.4,NA,NA,FALSE
2,19/07/2013,79.16,3.556,NA,NA,FALSE
2,26/07/2013,83.17,3.62,NA,NA,FALSE
3,5/2/2010,45.71,2.572,214.4248812,7.368,FALSE
3,12/2/2010,47.93,2.548,214.5747916,7.368,TRUE
3,19/02/2010,47.07,2.514,214.6198868,7.368,FALSE
3,26/02/2010,52.05,2.561,214.6475127,7.368,FALSE
3,5/3/2010,53.04,2.625,214.6751386,7.368,FALSE
3,12/3/2010,63.08,2.667,214.7027646,7.368,FALSE
3,19/03/2010,60.42,2.72,214.5301219,7.368,FALSE
3,26/03/2010,57.06,2.732,214.3241011,7.368,FALSE
3,2/4/2010,65.56,2.719,214.1180803,7.343,FALSE
3,9/4/2010,68,2.77,213.9120595,7.343,FALSE
3,16/04/2010,66.98,2.808,213.7726889,7.343,FALSE
3,23/04/2010,67.87,2.795,213.7221852,7.343,FALSE
3,30/04/2010,70.24,2.78,213.6716815,7.343,FALSE
3,7/5/2010,73.47,2.835,213.6211778,7.343,FALSE
3,14/05/2010,77.18,2.854,213.6196139,7.343,FALSE
3,21/05/2010,75.81,2.826,213.9116886,7.343,FALSE
3,28/05/2010,78.6,2.759,214.2037634,7.343,FALSE
3,4/6/2010,78.53,2.705,214.4958382,7.343,FALSE
3,11/6/2010,82.1,2.668,214.787913,7.343,FALSE
3,18/06/2010,83.52,2.637,214.7858259,7.343,FALSE
3,25/06/2010,83.79,2.653,214.6660741,7.343,FALSE
3,2/7/2010,82.2,2.669,214.5463222,7.346,FALSE
3,9/7/2010,81.75,2.642,214.4265704,7.346,FALSE
3,16/07/2010,84.32,2.623,214.4176476,7.346,FALSE
3,23/07/2010,83.32,2.608,214.5564968,7.346,FALSE
3,30/07/2010,82.04,2.64,214.695346,7.346,FALSE
3,6/8/2010,85.13,2.627,214.8341952,7.346,FALSE
3,13/08/2010,86.74,2.692,214.9730444,7.346,FALSE
3,20/08/2010,88.02,2.664,214.9314191,7.346,FALSE
3,27/08/2010,86.15,2.619,214.8897938,7.346,FALSE
3,3/9/2010,84.16,2.577,214.8481685,7.346,FALSE
3,10/9/2010,80.84,2.565,214.8065431,7.346,TRUE
3,17/09/2010,82.36,2.582,214.8322484,7.346,FALSE
3,24/09/2010,76.9,2.624,214.9084516,7.346,FALSE
3,1/10/2010,73.6,2.603,214.9846548,7.564,FALSE
3,8/10/2010,66.99,2.633,215.060858,7.564,FALSE
3,15/10/2010,69.71,2.72,215.1293114,7.564,FALSE
3,22/10/2010,71.64,2.725,215.17839,7.564,FALSE
3,29/10/2010,72.04,2.716,215.2274686,7.564,FALSE
3,5/11/2010,62.94,2.689,215.2765472,7.564,FALSE
3,12/11/2010,62.79,2.728,215.3256258,7.564,FALSE
3,19/11/2010,57.72,2.771,215.2074519,7.564,FALSE
3,26/11/2010,68.71,2.735,215.0614025,7.564,TRUE
3,3/12/2010,53.76,2.708,214.9153531,7.564,FALSE
3,10/12/2010,51.13,2.843,214.7693037,7.564,FALSE
3,17/12/2010,52.2,2.869,214.704919,7.564,FALSE
3,24/12/2010,57.16,2.886,214.7017828,7.564,FALSE
3,31/12/2010,53.2,2.943,214.6986466,7.564,TRUE
3,7/1/2011,53.35,2.976,214.6955104,7.551,FALSE
3,14/01/2011,44.76,2.983,214.7470729,7.551,FALSE
3,21/01/2011,50.74,3.016,215.1268275,7.551,FALSE
3,28/01/2011,48.71,3.01,215.5065821,7.551,FALSE
3,4/2/2011,45.95,2.989,215.8863367,7.551,FALSE
3,11/2/2011,43.57,3.022,216.2660913,7.551,TRUE
3,18/02/2011,61.58,3.045,216.5843571,7.551,FALSE
3,25/02/2011,67.4,3.065,216.8780275,7.551,FALSE
3,4/3/2011,65.11,3.288,217.1716979,7.551,FALSE
3,11/3/2011,61.29,3.459,217.4653683,7.551,FALSE
3,18/03/2011,69.47,3.488,217.7235226,7.551,FALSE
3,25/03/2011,72.94,3.473,217.9674705,7.551,FALSE
3,1/4/2011,68.76,3.524,218.2114184,7.574,FALSE
3,8/4/2011,72.55,3.622,218.4553663,7.574,FALSE
3,15/04/2011,75.88,3.743,218.6788642,7.574,FALSE
3,22/04/2011,76.91,3.807,218.851237,7.574,FALSE
3,29/04/2011,78.69,3.81,219.0236099,7.574,FALSE
3,6/5/2011,69.45,3.906,219.1959827,7.574,FALSE
3,13/05/2011,79.87,3.899,219.3683556,7.574,FALSE
3,20/05/2011,75.79,3.907,219.127216,7.574,FALSE
3,27/05/2011,84.41,3.786,218.8860765,7.574,FALSE
3,3/6/2011,84.29,3.699,218.6449369,7.574,FALSE
3,10/6/2011,84.84,3.648,218.4037974,7.574,FALSE
3,17/06/2011,86.96,3.637,218.3551748,7.574,FALSE
3,24/06/2011,84.94,3.594,218.45094,7.574,FALSE
3,1/7/2011,85.1,3.524,218.5467052,7.567,FALSE
3,8/7/2011,85.38,3.48,218.6424704,7.567,FALSE
